IRIS,DISP_MED21
920480206,37530.0
920480207,39080.0
920480208,24660.0
920480209,37540.0
920480210,36350.0
920480211,38270.0
920480212,45150.0
920490101,25430.0
920490102,33440.0
920490103,24880.0
920490104,33620.0
920490105,28470.0
920490106,32350.0
920490107,33720.0
920490108,35840.0
920490109,28730.0
920490110,30570.0
920490111,34680.0
920490112,35970.0
920490113,34460.0
920490114,26420.0
920490115,24810.0
920490116,22690.0
920490117,29000.0
920500101,
920500102,26250.0
920500103,35470.0
920500203,27330.0
920500204,32030.0
920500205,
920500206,25980.0
920500301,26440.0
920500302,27490.0
920500303,17590.0
920500401,31140.0
920500403,
920500406,27250.0
920500407,19200.0
920500408,
920500501,16350.0
920500502,15170.0
920500503,16250.0
920500504,14920.0
920500505,16280.0
920500508,18610.0
920500509,20960.0
920500510,24500.0
920500511,29130.0
920500601,17410.0
920500602,21390.0
920500605,19520.0
920500606,17580.0
920500607,
920500701,
920500702,16460.0
920500703,16360.0
920500704,16170.0
920500801,25750.0
920500802,22380.0
920500803,19650.0
920500804,16410.0
920500805,15010.0
920510101,60670.0
920510102,50500.0
920510103,43220.0
920510104,53000.0
920510201,52820.0
920510202,47280.0
920510301,40380.0
920510302,45240.0
920510303,51570.0
920510304,42970.0
920510305,49240.0
920510306,40160.0
920510307,51180.0
920510308,44360.0
920510309,31190.0
920510401,44320.0
920510402,46590.0
920510403,62570.0
920510404,41760.0
920510405,43230.0
920510406,50430.0
920510407,52730.0
920510408,53310.0
920510409,54900.0
920510410,50540.0
920510411,53600.0
920600101,30570.0
920600102,25970.0
920600104,32450.0
920600105,21570.0
920600106,30050.0
920600107,34310.0
920600108,35490.0
920600109,32360.0
920600110,28960.0
920620101,32560.0
920620102,
920620103,30600.0
920620201,28380.0
920620202,23810.0
920620203,35190.0
920620204,23470.0
920620205,28670.0
920620301,35270.0
920620302,32210.0
920620303,38490.0
920620304,32710.0
920620305,25710.0
920620306,38630.0
920620401,32690.0
920620402,34160.0
920620403,34290.0
920620404,37290.0
920630101,21560.0
920630102,29870.0
920630103,38630.0
920630104,39560.0
920630105,25330.0
920630106,34260.0
920630201,38700.0
920630202,40180.0
920630301,32080.0
920630302,39280.0
920630401,54290.0
920630501,32760.0
920630502,37790.0
920630503,34980.0
920630504,37810.0
920630601,26680.0
920630602,18470.0
920630603,32490.0
920630701,38180.0
920630702,24670.0
920630703,32360.0
920630704,
920630705,
920630706,29080.0
920630707,28920.0
920630801,38140.0
920630802,31010.0
920630803,35620.0
920630804,35370.0
920630805,39610.0
920630806,31060.0
920640101,33130.0
920640102,40120.0
920640103,43550.0
920640104,41010.0
920640105,36790.0
920640106,37540.0
920640107,38790.0
920640108,46140.0
920640109,46550.0
920640110,43050.0
920640111,39790.0
920640112,33120.0
920710101,34130.0
920710102,40900.0
920710103,36160.0
920710104,41880.0
920710105,37240.0
920710106,37330.0
920710107,21750.0
920710108,41380.0
920720101,32340.0
920720102,37510.0
920720103,40410.0
920720104,30170.0
920720105,32040.0
920720106,25120.0
920720107,28650.0
920720108,25960.0
920720109,45390.0
920720110,46090.0
920730101,34090.0
920730102,35150.0
920730103,36310.0
920730104,36650.0
920730105,
920730106,
920730108,26060.0
920730109,
920730110,
920730111,30770.0
920730112,34050.0
920730113,32210.0
920730114,38690.0
920730115,
920730116,34150.0
920750101,31830.0
920750102,25430.0
920750103,37000.0
920750104,31510.0
920750105,34500.0
920750106,31870.0
920750107,32780.0
920750108,30590.0
920750109,24630.0
920750110,31620.0
920750111,23600.0
920760101,54190.0
920760102,43670.0
920760103,37340.0
920760104,36470.0
920770101,
920770102,37220.0
920770103,31880.0
920770104,44480.0
920770105,39550.0
920770106,39580.0
920780101,
920780102,19870.0
920780103,24230.0
920780104,17470.0
920780105,16200.0
920780106,18080.0
920780107,18230.0
920780108,17880.0
920780109,18720.0
920780110,19020.0
930010101,14840.0
930010201,15690.0
930010202,16430.0
930010301,
930010302,14870.0
930010303,15480.0
930010304,13560.0
930010401,14920.0
930010402,15460.0
930010501,15490.0
930010502,15860.0
930010503,15360.0
930010601,15970.0
930010602,14590.0
930010603,15140.0
930010701,16140.0
930010801,14850.0
930010802,14440.0
930010901,16910.0
930010902,14590.0
930010903,16650.0
930011001,14100.0
930011002,16660.0
930011101,15560.0
930011102,14810.0
930011201,17440.0
930011202,13060.0
930011203,
930050101,16660.0
930050102,22250.0
930050103,25520.0
930050201,
930050202,14610.0
930050203,18910.0
930050204,15010.0
930050206,15280.0
930050207,13770.0
930050208,
930050209,16200.0
930050301,22220.0
930050302,25400.0
930050303,23220.0
930050304,23800.0
930050401,24270.0
930050402,27560.0
930050403,24780.0
930050501,20920.0
930050502,23630.0
930050503,24610.0
930050601,18870.0
930050602,21300.0
930050603,20710.0
930050604,19110.0
930050701,
930050702,16100.0
930050703,12550.0
930050801,15060.0
930050802,
930050803,14820.0
930050804,
930050805,14570.0
930050901,25400.0
930050902,23060.0
930050903,23850.0
930060101,21120.0
930060102,17880.0
930060103,14800.0
930060104,15570.0
930060105,23100.0
930060106,25690.0
930060107,24680.0
930060108,22240.0
930060109,
930060110,23170.0
930060111,24400.0
930060112,16430.0
930060113,15230.0
930060114,16490.0
930060115,16340.0
930060116,19180.0
930070101,
930070102,
930070103,14550.0
930070104,14670.0
930070105,18410.0
930070106,15570.0
930070107,14560.0
930070108,15290.0
930070109,
930070110,19490.0
930070111,19050.0
930070112,18730.0
930070113,21490.0
930070114,17560.0
930070115,18730.0
930070116,19140.0
930070117,20140.0
930070118,17330.0
930070119,17610.0
930070120,14270.0
930070121,15930.0
930080101,17770.0
930080102,18730.0
930080103,
930080104,16870.0
930080106,17860.0
930080107,16780.0
930080108,
930080109,
930080110,16720.0
930080111,16270.0
930080112,15230.0
930080113,15070.0
930080114,15450.0
930080115,16120.0
930080116,16800.0
930080117,15720.0
930080118,16130.0
930080119,17270.0
930080120,15970.0
930100101,16390.0
930100102,
930100103,13120.0
930100104,14490.0
930100105,17110.0
930100106,14150.0
930100107,16170.0
930100108,
930100201,16980.0
930100202,18520.0
930100203,18410.0
930100204,17530.0
930100301,23690.0
930100302,19940.0
930100303,19510.0
930100304,15490.0
930100305,21670.0
930100401,18140.0
930100402,15930.0
930100403,15430.0
930100404,17420.0
930100405,19820.0
930130101,
930130102,17750.0
930130103,18120.0
930130104,16230.0
930130105,19070.0
930130106,18200.0
930130107,14220.0
930140101,
930140102,
930140103,14510.0
930140104,14510.0
930140105,
930140106,15980.0
930140107,20670.0
930140108,20180.0
930140109,12620.0
930140110,13660.0
930140111,
930140112,18770.0
930140113,13550.0
930270101,
930270102,
930270103,15940.0
930270104,15730.0
930270105,15260.0
930270109,15310.0
930270110,14140.0
930270111,14110.0
930270113,16200.0
930270114,15070.0
930270115,14950.0
930270117,15910.0
930270118,14440.0
930270119,14790.0
930290101,18020.0
930290102,20780.0
930290201,19050.0
930290202,22230.0
930290203,21290.0
930290301,18790.0
930290302,18870.0
930290401,18710.0
930290402,17710.0
930290403,18040.0
930290501,20980.0
930290502,21130.0
930290503,20550.0
930290601,17340.0
930290602,18600.0
930290603,20960.0
930290604,20640.0
930290701,16040.0
930290702,15240.0
930290703,20010.0
930290704,18800.0
930290801,15540.0
930290802,15750.0
930290803,15950.0
930290804,
930290901,20750.0
930290902,17000.0
930290903,18280.0
930290904,20170.0
930300101,18590.0
930300102,17240.0
930300103,16000.0
930300104,16510.0
930310101,17710.0
930310102,15440.0
930310103,16020.0
930310104,19970.0
930310201,21560.0
930310202,20500.0
930310203,22230.0
930310301,15350.0
930310302,16190.0
930310303,16140.0
930310304,17500.0
930310401,15750.0
930310402,17060.0
930310403,17880.0
930310404,16150.0
930310405,
930310501,17460.0
930310502,19050.0
930310601,21830.0
930320101,19220.0
930320102,24720.0
930320103,23640.0
930320104,21070.0
930320105,26390.0
930320106,17590.0
930320107,17000.0
930320108,26770.0
930320109,25700.0
930320110,25680.0
930320111,26600.0
930320112,21220.0
930320113,25910.0
930320114,29240.0
930320115,26480.0
930320116,16470.0
930320117,24300.0
930330101,30210.0
930330102,30880.0
930330103,28790.0
930390101,18190.0
930390102,18660.0
930390103,16890.0
930450101,28120.0
930450102,26180.0
930450103,28040.0
930450104,21020.0
930450105,19750.0
930450106,22480.0
930450107,27740.0
930450108,28220.0
930450109,27660.0
930450110,25770.0
930460101,20810.0
930460102,22040.0
930460103,24760.0
930460104,22620.0
930460105,21570.0
930460106,25360.0
930460107,21950.0
930460108,21190.0
930460109,22140.0
930460110,22950.0
930460111,19750.0
930460112,18030.0
930460113,19700.0
930460114,18800.0
930460115,21500.0
930460116,21950.0
930460117,22280.0
930460118,23320.0
930470101,15240.0
930470102,
930470103,
930470104,18950.0
930470105,18810.0
930470106,23850.0
930470107,22590.0
930470108,22770.0
930470109,23720.0
930470110,24600.0
930470111,22100.0
930470112,24930.0
930480101,20120.0
930480102,23960.0
930480103,24940.0
930480104,26360.0
930480105,22870.0
930480201,28820.0
930480202,29580.0
930480203,24030.0
930480204,25640.0
930480205,19230.0
930480206,25110.0
930480301,30240.0
930480302,27920.0
930480401,27910.0
930480402,17240.0
930480403,14890.0
930480404,15930.0
930480501,28720.0
930480502,27950.0
930480601,16860.0
930480602,24770.0
930480603,23840.0
930480604,19270.0
930480701,21330.0
930480702,24440.0
930480703,25890.0
930480704,22530.0
930480801,18040.0
930480802,17190.0
930480803,17840.0
930480901,21150.0
930480902,16230.0
930480903,19320.0
930481001,17540.0
930481002,19350.0
930481003,20000.0
930481101,14890.0
930481102,16390.0
930481103,19710.0
930481104,19520.0
930481105,15890.0
930490101,29120.0
930490102,29540.0
930490103,29100.0
930490104,25360.0
930490105,16140.0
930490106,23880.0
930490107,30850.0
930490108,29200.0
930490109,27670.0
930500101,24280.0
930500102,25900.0
930500103,21390.0
930500104,22730.0
930500105,22370.0
930500106,
930500107,
930500108,15630.0
930500109,16220.0
930500110,17760.0
930500111,21230.0
930500112,23080.0
930500113,15880.0
930500114,22130.0
930500115,
930510101,25400.0
930510102,29440.0
930510103,24500.0
930510105,26650.0
930510106,29420.0
930510201,26650.0
930510202,28400.0
930510203,
930510204,26270.0
930510301,19970.0
930510302,18150.0
930510303,
930510304,16540.0
930510401,17940.0
930510402,20660.0
930510403,17010.0
930510404,21560.0
930510405,16560.0
930510501,23970.0
930510502,26890.0
930510503,24480.0
930530101,17560.0
930530102,19930.0
930530103,20150.0
930530104,20880.0
930530105,20710.0
930530106,18360.0
930530107,20240.0
930530108,18720.0
930530109,17650.0
930530110,17400.0
930530111,19600.0
930530112,24520.0
930530113,15520.0
930530114,16850.0
930530115,18650.0
930530116,14900.0
930530117,
930550101,15460.0
930550102,15580.0
930550201,16090.0
930550202,17220.0
930550301,24690.0
930550302,18820.0
930550401,22620.0
930550402,21610.0
930550403,20560.0
930550501,16840.0
930550502,17360.0
930550601,21900.0
930550602,21950.0
930550603,18190.0
930550701,25730.0
930550702,23720.0
930550801,18430.0
930550802,23520.0
930570101,22320.0
930570102,18790.0
930570103,20950.0
930570104,23950.0
930570105,25950.0
930570106,22170.0
930570107,25790.0
930570108,22390.0
930570109,20160.0
930590101,15160.0
930590102,16330.0
930590103,15830.0
930590104,16690.0
930590105,16460.0
930590106,16970.0
930590107,13590.0
930590108,17500.0
930590109,16290.0
930610101,21470.0
930610102,22080.0
930610103,24060.0
930610104,23560.0
930610105,18220.0
930610106,19470.0
930610107,25290.0
930620101,30150.0
930620102,31640.0
930620103,28340.0
930620104,28100.0
930620105,26580.0
930620106,28710.0
930630101,
930630102,16170.0
930630103,24740.0
930630104,17130.0
930630105,26030.0
930630106,18200.0
930630107,24600.0
930630108,21950.0
930630109,19330.0
930630110,17630.0
930630111,23210.0
930640101,
930640102,16700.0
930640103,17350.0
930640104,18770.0
930640105,26450.0
930640106,25200.0
930640107,
930640108,26410.0
930640109,21070.0
930640110,25900.0
930640111,26380.0
930640112,19070.0
930640113,16790.0
930640114,20000.0
930640116,23930.0
930640117,23400.0
930640118,
930660101,15650.0
930660102,16110.0
930660201,18320.0
930660202,14980.0
930660301,13950.0
930660302,16870.0
930660401,13990.0
930660402,17220.0
930660403,14890.0
930660501,20500.0
930660502,17120.0
930660503,15350.0
930660504,18690.0
930660601,15190.0
930660602,14190.0
930660701,14270.0
930660702,
930660703,15930.0
930660704,15620.0
930660705,
930660801,15760.0
930660802,18340.0
930660901,17050.0
930660902,18320.0
930660903,15520.0
930660904,16190.0
930660905,17270.0
930660906,18300.0
930660907,17090.0
930660908,15260.0
930661001,15920.0
930661002,15710.0
930661003,19520.0
930661004,18610.0
930661101,18080.0
930661102,18440.0
930661103,19160.0
930661104,
930661501,17910.0
930700101,15390.0
930700102,16690.0
930700103,21170.0
930700104,19630.0
930700105,16430.0
930700106,23590.0
930700107,21180.0
930700108,21400.0
930700109,24650.0
930700110,21120.0
930700111,21270.0
930700112,17190.0
930700113,19540.0
930700114,21530.0
930700115,16910.0
930700116,19510.0
930700117,19630.0
930700118,17950.0
930710101,16080.0
930710102,
930710103,15990.0
930710104,16580.0
930710105,14930.0
930710106,14840.0
930710107,14140.0
930710108,15820.0
930710109,19370.0
930710110,20810.0
930710111,15060.0
930710112,15660.0
930710113,16930.0
930710114,21620.0
930710115,22880.0
930710116,20060.0
930710117,17790.0
930710118,18980.0
930710119,17000.0
930710120,23790.0
930710121,22340.0
930720101,
930720102,14340.0
930720103,
930720104,14200.0
930720105,14370.0
930720106,16010.0
930720107,16890.0
930720109,18280.0
930720110,16590.0
930720111,15690.0
930720112,17030.0
930720113,15500.0
930720114,15450.0
930720115,16950.0
930720116,19180.0
930720117,16570.0
930730101,21570.0
930730201,23610.0
930730202,22920.0
930730301,21410.0
930730302,24880.0
930730303,25140.0
930730304,23750.0
930730401,16010.0
930730402,16950.0
930730403,21380.0
930730404,15480.0
930730501,24790.0
930730502,22380.0
930740101,22950.0
930740102,24440.0
930770101,27590.0
930770102,22450.0
930770103,17190.0
930770104,29380.0
930770105,27430.0
930770106,24790.0
930770107,26920.0
930770108,17330.0
930770109,26980.0
930770110,29920.0
930770111,17710.0
930770112,22560.0
930780101,
930780102,25810.0
930780103,23050.0
930780104,20210.0
930780105,15460.0
930780106,18960.0
930780107,20510.0
930780108,16150.0
930780109,15410.0
930780110,20640.0
930780111,18690.0
930780112,16640.0
930780113,19330.0
930780114,21330.0
930780115,
930780116,20080.0
930790101,16740.0
930790102,16950.0
930790103,16160.0
930790104,17270.0
930790105,16010.0
940020101,23600.0
940020102,24090.0
940020103,23940.0
940020104,24380.0
940020105,25540.0
940020106,19980.0
940020107,24800.0
940020108,27790.0
940020109,27880.0
940020201,26440.0
940020202,18130.0
940020203,18920.0
940020204,17200.0
940020205,21590.0
940020206,18770.0
940030101,24170.0
940030102,18990.0
940030103,28890.0
940030104,22720.0
940030105,20260.0
940030106,22600.0
940030107,27850.0
940030108,25880.0
940030109,26640.0
940040101,18650.0
940040102,19020.0
940040103,16430.0
940040104,22550.0
940040105,22510.0
940040106,28060.0
940110101,
940110102,22730.0
940110103,25600.0
940110104,16780.0
940110105,17060.0
940110106,16510.0
940110107,19750.0
940110108,18770.0
940150101,39110.0
940150102,31830.0
940150103,28730.0
940150104,31230.0
940150105,30390.0
940150106,27900.0
940160101,28520.0
940160102,17400.0
940160103,34090.0
940160104,29010.0
940160105,32000.0
940160106,19730.0
940160107,18830.0
940160108,21190.0
940160109,32750.0
940160110,30050.0
940160111,27240.0
940170101,27590.0
940170102,25880.0
940170103,23610.0
940170201,24250.0
940170202,22230.0
940170203,27340.0
940170301,21860.0
940170302,27690.0
940170401,25930.0
940170402,21910.0
940170501,20780.0
940170502,23160.0
940170601,20080.0
940170701,16210.0
940170702,18300.0
940170703,17190.0
940170704,16050.0
940170801,19780.0
940170901,18820.0
940171001,26570.0
940171002,23690.0
940171101,14670.0
940171102,17250.0
940171103,16220.0
940171201,15910.0
940171202,16200.0
940171203,
940171204,16570.0
940171301,26610.0
940171302,28870.0
940171303,26480.0
940171304,25430.0
940171401,20610.0
940180101,32970.0
940180102,36650.0
940180103,37560.0
940180104,36040.0
940180105,33050.0
940180106,25910.0
940180107,22860.0
940180108,25430.0
940180109,25650.0
940180110,33560.0
940190101,24770.0
940190102,27680.0
940190103,30270.0
940190104,30350.0
940190105,25270.0
940190106,16200.0
940190107,17060.0
940190108,20500.0
940210101,
940210102,27040.0
940210103,28490.0
940210104,19100.0
940210105,26950.0
940210106,22850.0
940210107,16700.0
940210108,18880.0
940210109,20210.0
940220102,18400.0
940220105,18000.0
940220106,22940.0
940220107,18750.0
940220108,17830.0
940220109,17500.0
940220110,21790.0
940220111,19130.0
940220112,25170.0
940220113,24150.0
940220114,20720.0
940220201,22310.0
940220202,23520.0
940220203,23220.0
940220204,26760.0
940220205,20250.0
940220206,21480.0
940280101,37090.0
940280102,20970.0
940280103,25120.0
940280104,26980.0
940280201,23170.0
940280202,18570.0
940280204,23390.0
940280205,20600.0
940280206,20440.0
940280207,18230.0
940280208,20550.0
940280209,20830.0
940280210,18610.0
940280211,18460.0
940280212,24900.0
940280215,23710.0
940280301,32790.0
940280302,18070.0
940280303,22860.0
940280304,20820.0
940280305,28320.0
940280306,27800.0
940280307,20990.0
940280401,
940280402,15570.0
940280403,16060.0
940280404,17050.0
940280405,19490.0
940280406,17370.0
940280407,17960.0
940280408,19420.0
940330101,29440.0
940330102,31120.0
940330103,29660.0
940330104,26290.0
940330105,18880.0
940330106,19820.0
940330107,19440.0
940330108,18010.0
940330109,22020.0
940330110,20410.0
940330111,20230.0
940330112,27600.0
940330113,21350.0
940330114,34850.0
940330115,31060.0
940330116,35130.0
940330117,29220.0
940330118,31060.0
940330119,31140.0
940330120,26590.0
940330121,40410.0
940340101,19820.0
940340102,23120.0
940340103,25200.0
940340104,21870.0
940340105,31680.0
940340106,28720.0
940340107,23590.0
940340108,23160.0
940340109,21280.0
940340112,
940370101,20640.0
940370102,24950.0
940370103,19490.0
940370104,30420.0
940370105,29830.0
940370106,19290.0
940370107,18550.0
940370108,22930.0
940380102,32840.0
940380103,32690.0
940380104,33520.0
940380105,34410.0
940380106,25290.0
940380107,18430.0
940380108,26910.0
940380109,22190.0
940380110,20580.0
940380111,21690.0
940380112,18210.0
940380113,21860.0
940410101,18560.0
940410102,17460.0
940410103,23460.0
940410104,19860.0
940410105,22910.0
940410106,20240.0
940410107,16480.0
940410108,20390.0
940410109,
940410110,17870.0
940410201,20060.0
940410202,20050.0
940410203,21920.0
940410204,17680.0
940410205,20160.0
940410206,19320.0
940410207,20690.0
940410208,20020.0
940410211,23960.0
940410301,15300.0
940410302,19020.0
940410304,20370.0
940420101,29720.0
940420102,29630.0
940420103,28090.0
940420104,20900.0
940420105,22320.0
940420106,30440.0
940420107,32860.0
940420108,38270.0
940430101,22810.0
940430102,23570.0
940430103,28930.0
940430104,25070.0
940430105,20240.0
940430106,19010.0
940430107,23200.0
940430108,25680.0
940430109,26930.0
940440101,24990.0
940440102,22080.0
940440103,16940.0
940440104,21640.0
940440105,25270.0
940440106,23850.0
940440107,23870.0
940460101,30880.0
940460102,28400.0
940460103,33120.0
940460104,31910.0
940460105,18860.0
940460106,18520.0
940460107,33770.0
940460108,26320.0
940460109,26350.0
940460110,25450.0
940460111,23240.0
940460201,29980.0
940460202,28780.0
940460203,26550.0
940460204,30820.0
940460205,28480.0
940460301,33440.0
940460302,31180.0
940460303,33000.0
940460304,31360.0
940460401,31390.0
940460402,28450.0
940460403,22600.0
940480101,
940480102,30960.0
940480103,32790.0
940520101,24390.0
940520102,24730.0
940520103,35070.0
940520104,30370.0
940520105,36540.0
940520106,32040.0
940520107,37390.0
940520108,41030.0
940520109,38770.0
940520110,35990.0
940520111,35860.0
940540101,26490.0
940540102,
940540103,17560.0
940540104,18440.0
940540105,25880.0
940540106,17890.0
940540107,21880.0
940540108,17610.0
940540109,17560.0
940550101,27140.0
940550102,29390.0
940550103,29200.0
940550104,32660.0
940550105,30260.0
940580101,31960.0
940580102,34880.0
940580103,31640.0
940580104,30910.0
940580105,33030.0
940580106,32450.0
940580107,30400.0
940580108,32620.0
940580109,30560.0
940580110,30720.0
940580111,29710.0
940580112,26890.0
940580113,30210.0
940590101,28850.0
940590102,23430.0
940590103,23770.0
940590104,27350.0
940590105,25840.0
940590106,27210.0
940590107,29610.0
940600101,28550.0
940600102,21260.0
940600103,21510.0
940600104,24900.0
940600105,28280.0
940650101,27650.0
940650102,36110.0
940650103,
940650104,
940650105,
940670101,27620.0
940670102,41090.0
940670103,32470.0
940670104,32220.0
940670105,42110.0
940670106,38080.0
940670107,34800.0
940670108,35770.0
940670109,42670.0
940680101,34110.0
940680102,32310.0
940680103,32390.0
940680104,32240.0
940680105,31950.0
940680106,28960.0
940680107,28050.0
940680108,27700.0
940680109,30830.0
940680201,30470.0
940680202,36120.0
940680203,31300.0
940680204,34820.0
940680301,37080.0
940680302,39520.0
940680303,35600.0
940680304,35650.0
940680401,35710.0
940680402,40680.0
940680501,36200.0
940680502,33920.0
940680503,31930.0
940680504,41290.0
940680505,40740.0
940680601,33230.0
940680602,32670.0
940680603,32410.0
940680701,30540.0
940680702,28690.0
940680703,26990.0
940680704,32570.0
940680801,16190.0
940680802,27450.0
940680803,34970.0
940690101,22890.0
940690102,36270.0
940690103,28120.0
940690104,29060.0
940710101,32100.0
940710102,18630.0
940710103,17170.0
940710104,29790.0
940710105,29210.0
940710106,29600.0
940710107,32490.0
940710108,36310.0
940710109,29480.0
940710110,22650.0
940710111,30270.0
940730101,25770.0
940730102,24340.0
940730103,26900.0
940730104,20410.0
940730105,18610.0
940730106,29150.0
940730107,24830.0
940730108,26370.0
940730109,25820.0
940730110,23440.0
940730111,31390.0
940730112,19740.0
940740102,16040.0
940740103,16840.0
940740104,20430.0
940740105,16490.0
940740108,17840.0
940750101,29040.0
940750102,27650.0
940750103,26880.0
940750104,27630.0
940760101,22580.0
940760102,23480.0
940760103,22880.0
940760104,19730.0
940760105,21920.0
940760106,27250.0
940760107,20550.0
940760108,25860.0
940760109,23870.0
940760110,21520.0
940760111,27340.0
940760112,22230.0
940760113,24200.0
940760114,19630.0
940760115,19650.0
940760116,17900.0
940760117,17260.0
940760118,20480.0
940760119,16740.0
940760120,20980.0
940760121,27710.0
940770101,22450.0
940770102,20430.0
940770103,25260.0
940770104,24770.0
940770105,24580.0
940770106,19640.0
940770107,18750.0
940770108,22990.0
940780101,16960.0
940780102,19230.0
940780103,16040.0
940780104,14180.0
940780105,14950.0
940780201,15980.0
940780202,15880.0
940780203,18040.0
940780204,18780.0
940780205,15020.0
940780206,17200.0
940780207,18020.0
940780208,18160.0
940790101,31830.0
940790102,22740.0
940790103,28150.0
940790104,28990.0
940790105,23950.0
940790106,25160.0
940790107,28130.0
940790108,16970.0
940790109,22300.0
940800101,37900.0
940800102,37910.0
940800103,37170.0
940800104,36500.0
940800201,37950.0
940800202,34650.0
940800203,30820.0
940800204,35210.0
940800205,38260.0
940800301,37610.0
940800302,33940.0
940800303,30400.0
940800304,31800.0
940800305,30880.0
940800306,28410.0
940800401,36870.0
940800402,40560.0
940810101,
940810102,20050.0
940810103,17550.0
940810104,18510.0
940810105,15930.0
940810106,21940.0
940810107,16170.0
940810108,16600.0
940810109,25000.0
940810110,19100.0
940810111,20660.0
940810112,18610.0
940810113,25460.0
940810201,21060.0
940810202,23040.0
940810203,18540.0
940810204,16030.0
940810205,17430.0
940810206,15920.0
940810207,21650.0
940810208,19870.0
940810209,23860.0
940810210,20790.0
940810211,27960.0
940810212,25940.0
940810301,20960.0
940810302,18090.0
940810303,18780.0
940810304,19170.0
940810305,19270.0
940810306,24940.0
940810307,16110.0
940810308,16080.0
940810309,17090.0
940810310,17070.0
940810311,22820.0
940810312,22470.0
